RegionID,CityName,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06
394935,OKLAHOMA CITY,OK,39.0,26.0,35.0,14.0,29.0,35.0,36.0,35.0,35.0,35.0,31.0,32.0,36.0,23.0,27.0,32.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,35.0,36.0,33.0,34.0,36.0,37.0,36.0,36.0,37.0,37.0,37.0,38.0,37.0,38.0,37.0,37.0,37.0,37.0,38.0,37.0,36.0,36.0,36.0,36.0,36.0,37.0,35.0,34.0,34.0,34.0,35.0,33.0,34.0,33.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,34.0,34.0,33.0,32.0,32.0,32.0,32.0,31.0,33.0,32.0,31.0,33.0,34.0,34.0
395012,RALEIGH,NC,40.0,36.0,36.0,37.0,37.0,39.0,37.0,36.0,38.0,38.0,37.0,36.0,38.0,36.0,36.0,37.0,37.0,38.0,37.0,38.0,38.0,38.0,38.0,39.0,42.0,38.0,37.0,40.0,41.0,40.0,40.0,39.0,40.0,39.0,39.0,39.0,40.0,37.0,36.0,36.0,36.0,37.0,37.0,35.0,35.0,35.0,35.0,35.0,37.0,35.0,33.0,33.0,33.0,35.0,35.0,34.0,35.0,34.0,34.0,34.0,38.0,34.0,34.0,35.0,35.0,36.0,36.0,35.0,34.0,35.0,35.0,34.0,36.0,34.0,34.0,35.0,35.0,36.0
394849,MEMPHIS,TN,28.0,21.0,24.0,24.0,28.0,28.0,27.0,25.0,22.0,25.0,24.0,22.0,31.0,26.0,18.0,24.0,33.0,35.0,36.0,33.0,33.0,33.0,34.0,35.0,35.0,33.0,33.0,35.0,35.0,36.0,36.0,35.0,36.0,38.0,37.0,37.0,38.0,43.0,47.0,33.0,32.0,32.0,30.0,29.0,31.0,,,28.0,28.0,28.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,27.0,24.0,27.0,24.0,24.0,24.0,24.0,26.0,26.0,25.0,25.0,23.0,25.0,25.0,28.0,25.0,24.0,25.0,24.0,28.0
395022,RICHMOND,VA,45.0,43.0,40.0,42.0,43.0,43.0,39.0,39.0,41.0,43.0,38.0,40.0,43.0,40.0,37.0,39.0,42.0,42.0,42.0,41.0,41.0,40.0,41.0,25.0,37.0,39.0,40.0,42.0,44.0,43.0,41.0,42.0,43.0,41.0,42.0,41.0,44.0,41.0,39.0,39.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,37.0,40.0,36.0,34.0,34.0,35.0,35.0,36.0,36.0,35.0,35.0,36.0,36.0,37.0,34.0,33.0,33.0,34.0,35.0,35.0,34.0,33.0,33.0,33.0,34.0,37.0,34.0,33.0,35.0,34.0,34.0
394807,LOUISVILLE,KY,41.0,33.0,33.0,36.0,38.0,37.0,36.0,37.0,38.0,36.0,36.0,35.0,38.0,36.0,34.0,35.0,39.0,38.0,37.0,38.0,40.0,40.0,39.0,40.0,39.0,37.0,37.0,40.0,41.0,43.0,42.0,43.0,42.0,43.0,41.0,43.0,,34.0,39.0,38.0,39.0,39.0,38.0,38.0,38.0,39.0,37.0,38.0,39.0,36.0,35.0,34.0,35.0,35.0,35.0,34.0,35.0,35.0,33.0,35.0,35.0,32.0,34.0,30.0,34.0,36.0,35.0,34.0,33.0,34.0,34.0,34.0,34.0,32.0,33.0,35.0,35.0,35.0
394910,NEW ORLEANS,LA,39.0,37.0,36.0,35.0,36.0,37.0,37.0,36.0,38.0,38.0,38.0,35.0,38.0,37.0,36.0,36.0,38.0,38.0,38.0,38.0,37.0,39.0,37.0,38.0,39.0,37.0,38.0,39.0,40.0,39.0,40.0,41.0,41.0,42.0,45.0,41.0,43.0,38.0,40.0,41.0,39.0,40.0,39.0,38.0,47.0,45.0,40.0,38.0,38.0,37.0,38.0,36.0,37.0,36.0,37.0,35.0,36.0,34.0,34.0,34.0,37.0,34.0,34.0,34.0,35.0,22.0,29.0,32.0,34.0,33.0,32.0,34.0,33.0,34.0,33.0,33.0,34.0,35.0
395053,SALT LAKE CITY,UT,30.0,30.0,26.0,28.0,27.0,27.0,29.0,28.0,28.0,29.0,29.0,28.0,31.0,28.0,28.0,27.0,29.0,28.0,30.0,29.0,29.0,29.0,29.0,28.0,32.0,29.0,27.0,29.0,28.0,34.0,33.0,33.0,33.0,31.0,31.0,31.0,,,25.0,26.0,26.0,27.0,26.0,26.0,27.0,26.0,27.0,27.0,30.0,25.0,24.0,23.0,24.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,28.0,26.0,26.0,27.0,26.0,28.0,28.0,26.0,27.0,27.0,26.0,25.0,30.0,27.0,26.0,28.0,27.0,27.0
394669,HARTFORD,CT,15.0,32.0,44.0,42.0,47.0,50.0,50.0,48.0,47.0,48.0,47.0,46.0,49.0,46.0,46.0,45.0,47.0,48.0,49.0,47.0,48.0,46.0,46.0,47.0,50.0,47.0,45.0,47.0,51.0,49.0,47.0,48.0,47.0,47.0,49.0,49.0,42.0,43.0,44.0,47.0,46.0,50.0,48.0,47.0,46.0,45.0,44.0,44.0,48.0,43.0,43.0,42.0,43.0,44.0,44.0,43.0,43.0,44.0,44.0,44.0,47.0,41.0,38.0,40.0,40.0,43.0,39.0,40.0,40.0,40.0,38.0,38.0,43.0,38.0,36.0,37.0,38.0,41.0
394425,BUFFALO,NY,59.0,57.0,53.0,56.0,58.0,60.0,61.0,59.0,60.0,61.0,58.0,58.0,60.0,59.0,55.0,56.0,56.0,58.0,60.0,59.0,62.0,61.0,63.0,62.0,63.0,59.0,58.0,60.0,65.0,62.0,56.0,61.0,66.0,68.0,70.0,70.0,72.0,69.0,64.0,62.0,62.0,63.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,70.0,62.0,59.0,59.0,60.0,62.0,61.0,62.0,62.0,62.0,60.0,62.0,61.0,56.0,56.0,57.0,58.0,59.0,59.0,59.0,60.0,58.0,58.0,62.0,60.0,55.0,55.0,56.0,58.0
394388,BIRMINGHAM,AL,38.0,33.0,34.0,34.0,36.0,36.0,36.0,33.0,35.0,36.0,34.0,34.0,37.0,35.0,34.0,34.0,36.0,35.0,35.0,34.0,34.0,35.0,35.0,35.0,37.0,34.0,33.0,36.0,37.0,36.0,36.0,36.0,37.0,36.0,37.0,37.0,36.0,33.0,33.0,36.0,36.0,37.0,35.0,34.0,34.0,34.0,35.0,33.0,36.0,28.0,28.0,30.0,31.0,31.0,30.0,30.0,31.0,28.0,29.0,28.0,30.0,26.0,28.0,28.0,30.0,30.0,30.0,29.0,28.0,28.0,27.0,29.0,29.0,29.0,28.0,28.0,30.0,30.0
395031,ROCHESTER,NY,50.0,47.0,43.0,45.0,46.0,50.0,49.0,48.0,47.0,47.0,46.0,47.0,49.0,47.0,45.0,45.0,46.0,49.0,48.0,49.0,49.0,49.0,48.0,48.0,52.0,46.0,45.0,49.0,54.0,50.0,50.0,52.0,54.0,54.0,55.0,56.0,58.0,56.0,53.0,53.0,53.0,55.0,56.0,56.0,55.0,57.0,55.0,56.0,60.0,56.0,51.0,49.0,50.0,52.0,52.0,53.0,52.0,52.0,50.0,49.0,53.0,48.0,45.0,47.0,46.0,48.0,49.0,49.0,49.0,49.0,47.0,47.0,51.0,48.0,45.0,44.0,45.0,46.0
394640,GRAND RAPIDS,MI,38.0,34.0,34.0,33.0,34.0,33.0,35.0,35.0,35.0,34.0,34.0,33.0,37.0,36.0,33.0,32.0,33.0,34.0,35.0,35.0,36.0,36.0,36.0,36.0,38.0,32.0,33.0,36.0,37.0,,,37.0,38.0,38.0,36.0,37.0,37.0,33.0,33.0,32.0,32.0,33.0,33.0,32.0,33.0,32.0,31.0,33.0,35.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,31.0,30.0,29.0,30.0,31.0,29.0,29.0,29.0,28.0,28.0,30.0,28.0,28.0,29.0,28.0,30.0,32.0,30.0,28.0,28.0,28.0,28.0
395167,TUCSON,AZ,38.0,34.0,35.0,35.0,36.0,37.0,36.0,35.0,35.0,36.0,36.0,35.0,36.0,34.0,33.0,33.0,38.0,37.0,37.0,36.0,37.0,36.0,36.0,35.0,37.0,34.0,36.0,39.0,38.0,39.0,39.0,38.0,39.0,38.0,38.0,39.0,32.0,33.0,35.0,37.0,35.0,36.0,36.0,36.0,35.0,35.0,35.0,34.0,36.0,33.0,33.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,30.0,31.0,32.0,30.0,32.0,32.0,34.0,34.0,33.0,31.0,32.0,32.0,31.0,30.0,33.0,30.0,31.0,33.0,34.0,33.0
753924,URBAN HONOLULU,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,31.0,43.0,43.0,43.0,44.0,44.0,43.0,44.0,43.0,42.0,42.0,45.0,41.0,40.0,41.0,41.0,41.0,40.0,38.0,39.0,39.0,41.0,38.0,40.0,30.0,35.0,39.0,39.0,40.0,41.0,39.0,40.0,39.0,39.0,39.0,43.0,39.0,38.0,40.0,41.0,41.0
395169,TULSA,OK,39.0,35.0,35.0,35.0,36.0,36.0,35.0,33.0,35.0,35.0,34.0,33.0,36.0,35.0,34.0,36.0,27.0,33.0,34.0,33.0,32.0,35.0,34.0,36.0,37.0,35.0,34.0,36.0,36.0,37.0,38.0,38.0,39.0,39.0,39.0,40.0,42.0,38.0,27.0,36.0,37.0,39.0,39.0,39.0,37.0,37.0,38.0,37.0,39.0,35.0,36.0,35.0,36.0,36.0,35.0,34.0,35.0,34.0,34.0,34.0,36.0,33.0,32.0,34.0,34.0,34.0,35.0,32.0,34.0,33.0,33.0,33.0,34.0,33.0,33.0,34.0,33.0,34.0
394619,FRESNO,CA,41.0,34.0,37.0,32.0,34.0,35.0,36.0,37.0,35.0,36.0,34.0,34.0,36.0,33.0,35.0,36.0,36.0,37.0,38.0,37.0,38.0,38.0,39.0,37.0,37.0,36.0,35.0,35.0,,,39.0,41.0,41.0,43.0,42.0,42.0,43.0,38.0,37.0,38.0,37.0,39.0,37.0,37.0,29.0,28.0,35.0,37.0,39.0,34.0,33.0,31.0,32.0,32.0,30.0,31.0,30.0,31.0,31.0,31.0,31.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,28.0,30.0,29.0,29.0,32.0,29.0,29.0,30.0,30.0,32.0
395238,WORCESTER,MA,50.0,46.0,48.0,46.0,48.0,50.0,50.0,49.0,48.0,48.0,46.0,46.0,47.0,48.0,45.0,45.0,48.0,49.0,48.0,49.0,48.0,46.0,46.0,47.0,51.0,45.0,44.0,46.0,50.0,49.0,48.0,51.0,50.0,51.0,50.0,51.0,52.0,49.0,48.0,47.0,48.0,50.0,48.0,49.0,48.0,48.0,47.0,48.0,52.0,48.0,43.0,45.0,45.0,,45.0,47.0,46.0,45.0,43.0,42.0,45.0,42.0,43.0,43.0,43.0,46.0,45.0,44.0,42.0,42.0,42.0,43.0,45.0,43.0,40.0,41.0,43.0,44.0
394938,OMAHA,NE,39.0,31.0,36.0,34.0,39.0,43.0,35.0,36.0,34.0,39.0,39.0,39.0,34.0,39.0,34.0,32.0,34.0,37.0,37.0,38.0,35.0,35.0,32.0,34.0,36.0,34.0,35.0,40.0,42.0,40.0,38.0,38.0,23.0,35.0,39.0,39.0,27.0,32.0,37.0,38.0,38.0,39.0,39.0,36.0,37.0,35.0,35.0,36.0,35.0,31.0,31.0,33.0,35.0,36.0,35.0,34.0,34.0,33.0,32.0,33.0,34.0,32.0,32.0,33.0,34.0,34.0,33.0,31.0,32.0,31.0,31.0,31.0,33.0,31.0,31.0,33.0,35.0,35.0
394415,BRIDGEPORT,CT,18.0,33.0,47.0,46.0,52.0,55.0,55.0,53.0,51.0,50.0,49.0,48.0,53.0,48.0,48.0,49.0,53.0,53.0,52.0,50.0,49.0,49.0,49.0,51.0,52.0,49.0,49.0,53.0,54.0,52.0,49.0,52.0,52.0,52.0,53.0,55.0,46.0,48.0,51.0,54.0,54.0,57.0,57.0,54.0,52.0,50.0,49.0,49.0,54.0,52.0,46.0,47.0,49.0,52.0,50.0,49.0,50.0,47.0,46.0,47.0,51.0,45.0,44.0,46.0,46.0,49.0,45.0,46.0,46.0,45.0,44.0,45.0,49.0,46.0,43.0,45.0,45.0,48.0
394653,GREENVILLE,SC,41.0,36.0,35.0,37.0,37.0,41.0,39.0,35.0,37.0,38.0,37.0,38.0,39.0,36.0,36.0,36.0,38.0,39.0,40.0,39.0,39.0,39.0,39.0,38.0,43.0,38.0,39.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,43.0,,33.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,38.0,38.0,38.0,41.0,37.0,35.0,35.0,36.0,37.0,35.0,34.0,36.0,34.0,35.0,35.0,37.0,33.0,34.0,35.0,35.0,36.0,36.0,34.0,34.0,33.0,34.0,33.0,36.0,34.0,33.0,34.0,37.0,36.0
394312,ALBUQUERQUE,NM,40.0,36.0,37.0,37.0,38.0,39.0,39.0,38.0,39.0,37.0,37.0,34.0,39.0,37.0,37.0,38.0,38.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,41.0,38.0,39.0,41.0,40.0,40.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,40.0,39.0,39.0,40.0,41.0,40.0,39.0,40.0,39.0,39.0,40.0,42.0,38.0,36.0,36.0,36.0,36.0,35.0,35.0,36.0,35.0,35.0,35.0,37.0,34.0,34.0,35.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,35.0,37.0,35.0,35.0,35.0,35.0,35.0
394357,BAKERSFIELD,CA,45.0,39.0,36.0,38.0,41.0,40.0,39.0,38.0,37.0,38.0,42.0,37.0,38.0,37.0,36.0,40.0,40.0,40.0,37.0,38.0,41.0,41.0,41.0,42.0,41.0,37.0,36.0,42.0,40.0,44.0,43.0,40.0,37.0,43.0,44.0,47.0,30.0,34.0,39.0,41.0,41.0,41.0,41.0,40.0,39.0,40.0,40.0,39.0,41.0,37.0,36.0,35.0,36.0,35.0,34.0,32.0,34.0,33.0,33.0,33.0,33.0,32.0,33.0,33.0,34.0,33.0,34.0,33.0,32.0,32.0,33.0,33.0,34.0,32.0,32.0,32.0,33.0,34.0
394308,ALBANY,NY,54.0,51.0,47.0,46.0,49.0,50.0,51.0,51.0,53.0,53.0,50.0,48.0,52.0,51.0,48.0,49.0,50.0,53.0,54.0,55.0,57.0,55.0,55.0,54.0,58.0,54.0,52.0,54.0,59.0,56.0,54.0,58.0,61.0,63.0,64.0,64.0,66.0,63.0,57.0,57.0,56.0,59.0,59.0,61.0,60.0,59.0,58.0,56.0,58.0,59.0,56.0,54.0,53.0,55.0,54.0,56.0,54.0,54.0,52.0,50.0,55.0,53.0,48.0,50.0,52.0,52.0,53.0,54.0,52.0,51.0,52.0,50.0,53.0,52.0,51.0,50.0,51.0,53.0
394753,KNOXVILLE,TN,37.0,35.0,35.0,34.0,36.0,37.0,36.0,35.0,36.0,35.0,36.0,33.0,36.0,36.0,35.0,36.0,36.0,37.0,36.0,36.0,37.0,37.0,36.0,37.0,40.0,36.0,37.0,38.0,38.0,38.0,38.0,38.0,40.0,39.0,38.0,39.0,40.0,37.0,37.0,37.0,37.0,38.0,37.0,37.0,36.0,36.0,37.0,37.0,39.0,35.0,33.0,34.0,33.0,34.0,34.0,33.0,34.0,34.0,34.0,33.0,35.0,32.0,32.0,33.0,34.0,35.0,34.0,34.0,33.0,33.0,32.0,34.0,36.0,34.0,33.0,33.0,33.0,35.0
394367,BATON ROUGE,LA,,,,,,,,,,,,,,31.0,31.0,28.0,32.0,40.0,39.0,38.0,20.0,22.0,33.0,36.0,40.0,35.0,35.0,39.0,38.0,37.0,38.0,38.0,40.0,41.0,40.0,41.0,43.0,43.0,30.0,31.0,39.0,39.0,39.0,38.0,42.0,40.0,37.0,36.0,37.0,35.0,33.0,34.0,36.0,35.0,34.0,33.0,33.0,33.0,32.0,33.0,35.0,33.0,34.0,32.0,35.0,35.0,35.0,34.0,34.0,34.0,33.0,33.0,34.0,34.0,33.0,34.0,34.0,35.0
394843,MCALLEN,TX,,,,,,,,,,,,,33.0,25.0,16.0,25.0,25.0,17.0,21.0,28.0,29.0,20.0,16.0,23.0,26.0,9.0,22.0,32.0,34.0,34.0,32.0,38.0,38.0,34.0,35.0,35.0,35.0,37.0,36.0,35.0,32.0,33.0,36.0,34.0,36.0,33.0,34.0,35.0,34.0,31.0,30.0,31.0,31.0,31.0,31.0,28.0,29.0,26.0,28.0,28.0,27.0,24.0,24.0,25.0,26.0,27.0,29.0,27.0,27.0,26.0,26.0,26.0,26.0,25.0,27.0,25.0,26.0,26.0
394908,NEW HAVEN,CT,18.0,33.0,45.0,48.0,49.0,53.0,52.0,50.0,50.0,48.0,49.0,47.0,49.0,48.0,47.0,48.0,49.0,50.0,51.0,49.0,48.0,47.0,47.0,47.0,52.0,48.0,46.0,49.0,53.0,49.0,49.0,50.0,50.0,51.0,51.0,53.0,45.0,46.0,48.0,49.0,50.0,52.0,50.0,51.0,49.0,49.0,47.0,48.0,51.0,48.0,45.0,44.0,44.0,48.0,46.0,47.0,46.0,45.0,45.0,45.0,48.0,43.0,43.0,42.0,43.0,46.0,42.0,43.0,45.0,44.0,42.0,42.0,46.0,42.0,39.0,41.0,42.0,44.0
394561,EL PASO,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,31.0,43.0,49.0,53.0,63.0,62.0,29.0,24.0,40.0,41.0,45.0,44.0,45.0,46.0,46.0,42.0,38.0,39.0,40.0,40.0,37.0,36.0,36.0,40.0,34.0,38.0,21.0,30.0,33.0,33.0,34.0,34.0,34.0,33.0,33.0,33.0,31.0,32.0,33.0,31.0,32.0,32.0,33.0,33.0
394318,ALLENTOWN,PA,47.0,38.0,38.0,39.0,43.0,41.0,43.0,40.0,47.0,44.0,37.0,48.0,50.0,44.0,36.0,42.0,40.0,43.0,43.0,48.0,45.0,40.0,42.0,40.0,53.0,48.0,43.0,39.0,44.0,43.0,38.0,44.0,30.0,40.0,45.0,45.0,30.0,40.0,45.0,44.0,43.0,46.0,45.0,45.0,43.0,45.0,44.0,41.0,46.0,42.0,38.0,41.0,40.0,42.0,41.0,40.0,39.0,38.0,39.0,38.0,41.0,38.0,39.0,40.0,38.0,41.0,41.0,39.0,37.0,38.0,37.0,37.0,40.0,37.0,36.0,38.0,37.0,40.0
394952,OXNARD,CA,39.0,32.0,34.0,34.0,36.0,35.0,36.0,34.0,34.0,34.0,36.0,34.0,35.0,33.0,34.0,35.0,35.0,35.0,36.0,35.0,36.0,35.0,35.0,35.0,38.0,34.0,34.0,35.0,38.0,34.0,34.0,36.0,37.0,37.0,38.0,38.0,38.0,35.0,34.0,35.0,34.0,35.0,34.0,33.0,33.0,34.0,33.0,33.0,34.0,31.0,30.0,30.0,30.0,31.0,30.0,31.0,30.0,31.0,30.0,31.0,32.0,29.0,30.0,31.0,31.0,30.0,28.0,29.0,29.0,30.0,30.0,30.0,34.0,28.0,28.0,31.0,30.0,30.0
394486,COLUMBIA,SC,,,37.0,39.0,41.0,38.0,42.0,40.0,41.0,37.0,39.0,38.0,41.0,33.0,35.0,37.0,38.0,34.0,36.0,35.0,45.0,42.0,44.0,41.0,36.0,36.0,35.0,40.0,42.0,37.0,40.0,44.0,35.0,43.0,39.0,40.0,45.0,39.0,33.0,31.0,36.0,41.0,37.0,39.0,41.0,43.0,39.0,35.0,43.0,37.0,37.0,35.0,39.0,36.0,39.0,35.0,35.0,35.0,33.0,30.0,29.0,28.0,30.0,35.0,,,35.0,34.0,34.0,33.0,33.0,32.0,34.0,33.0,32.0,35.0,35.0,36.0
753906,NORTH PORT,FL,38.0,36.0,38.0,40.0,43.0,44.0,41.0,42.0,40.0,40.0,39.0,36.0,41.0,37.0,37.0,40.0,42.0,41.0,42.0,41.0,38.0,29.0,36.0,37.0,39.0,36.0,38.0,42.0,42.0,39.0,39.0,40.0,42.0,42.0,40.0,39.0,39.0,37.0,39.0,41.0,40.0,40.0,40.0,39.0,37.0,37.0,37.0,36.0,39.0,35.0,36.0,37.0,36.0,38.0,36.0,35.0,35.0,40.0,37.0,34.0,37.0,34.0,36.0,38.0,38.0,39.0,39.0,36.0,38.0,36.0,35.0,35.0,37.0,34.0,34.0,38.0,38.0,39.0
845158,DAYTON,OH,36.0,31.0,33.0,34.0,34.0,36.0,34.0,34.0,32.0,33.0,33.0,32.0,32.0,32.0,31.0,32.0,36.0,36.0,36.0,35.0,37.0,37.0,37.0,35.0,38.0,34.0,36.0,38.0,39.0,38.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,38.0,37.0,36.0,37.0,36.0,36.0,35.0,38.0,34.0,36.0,35.0,37.0,33.0,33.0,33.0,33.0,33.0,34.0,32.0,32.0,32.0,31.0,32.0,33.0,30.0,30.0,31.0,32.0,31.0,32.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,30.0,32.0,31.0,32.0
394457,CHARLESTON,SC,44.0,39.0,37.0,38.0,40.0,41.0,40.0,39.0,41.0,40.0,38.0,38.0,41.0,38.0,37.0,39.0,41.0,41.0,40.0,39.0,42.0,41.0,39.0,39.0,42.0,39.0,39.0,42.0,42.0,41.0,42.0,42.0,42.0,43.0,42.0,42.0,43.0,40.0,40.0,41.0,41.0,43.0,39.0,39.0,40.0,38.0,38.0,38.0,40.0,38.0,35.0,37.0,37.0,37.0,35.0,37.0,37.0,36.0,35.0,35.0,38.0,36.0,36.0,36.0,37.0,38.0,37.0,36.0,36.0,36.0,36.0,35.0,40.0,36.0,35.0,37.0,38.0,38.0
394648,GREENSBORO,NC,28.0,22.0,21.0,21.0,21.0,22.0,22.0,33.0,39.0,39.0,38.0,37.0,40.0,39.0,36.0,36.0,39.0,39.0,39.0,38.0,39.0,38.0,37.0,38.0,41.0,36.0,37.0,39.0,41.0,39.0,40.0,39.0,40.0,40.0,39.0,40.0,42.0,39.0,34.0,36.0,36.0,38.0,37.0,37.0,37.0,38.0,36.0,37.0,38.0,35.0,34.0,33.0,34.0,35.0,34.0,34.0,35.0,33.0,34.0,34.0,36.0,33.0,33.0,35.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,36.0,34.0,33.0,33.0,34.0,35.0
395134,STOCKTON,CA,35.0,32.0,32.0,34.0,33.0,34.0,34.0,33.0,32.0,34.0,33.0,33.0,35.0,32.0,32.0,33.0,34.0,35.0,34.0,34.0,37.0,34.0,33.0,35.0,36.0,33.0,32.0,36.0,35.0,35.0,36.0,38.0,37.0,37.0,37.0,38.0,39.0,35.0,34.0,32.0,34.0,33.0,34.0,33.0,34.0,33.0,33.0,34.0,34.0,31.0,27.0,29.0,29.0,30.0,31.0,27.0,28.0,30.0,28.0,28.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0,27.0,27.0,28.0,27.0,29.0
394440,CAPE CORAL,FL,37.0,32.0,33.0,36.0,37.0,40.0,39.0,39.0,38.0,37.0,36.0,35.0,37.0,33.0,35.0,37.0,39.0,39.0,38.0,38.0,39.0,38.0,36.0,36.0,38.0,35.0,38.0,43.0,41.0,38.0,39.0,40.0,41.0,40.0,39.0,40.0,40.0,35.0,37.0,39.0,38.0,39.0,38.0,37.0,36.0,36.0,35.0,34.0,36.0,32.0,33.0,36.0,34.0,36.0,35.0,34.0,33.0,37.0,33.0,32.0,34.0,30.0,32.0,34.0,34.0,35.0,35.0,33.0,32.0,32.0,32.0,32.0,33.0,30.0,31.0,34.0,33.0,34.0
394399,BOISE CITY,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,28.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,35.0,31.0,29.0,29.0,29.0,30.0,29.0,29.0,29.0,29.0,28.0,28.0,30.0,29.0,28.0,30.0,29.0,30.0,30.0,29.0,28.0,29.0,29.0,28.0,32.0,29.0,28.0,29.0,29.0,29.0
394484,COLORADO SPRINGS,CO,35.0,34.0,32.0,35.0,34.0,34.0,34.0,31.0,32.0,33.0,33.0,30.0,34.0,31.0,31.0,34.0,31.0,34.0,32.0,32.0,32.0,31.0,33.0,33.0,33.0,33.0,31.0,32.0,32.0,33.0,32.0,31.0,27.0,29.0,31.0,30.0,,,31.0,31.0,30.0,31.0,30.0,31.0,32.0,31.0,31.0,32.0,33.0,30.0,29.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,31.0,30.0,33.0,32.0,31.0,31.0,32.0,32.0,32.0,31.0,30.0,31.0,32.0,31.0,33.0,32.0,32.0,32.0,33.0,32.0
394798,LITTLE ROCK,AR,39.0,37.0,28.0,31.0,30.0,29.0,31.0,29.0,27.0,26.0,26.0,27.0,21.0,31.0,30.0,12.0,24.0,33.0,33.0,33.0,34.0,47.0,59.0,47.0,37.0,26.0,40.0,34.0,30.0,45.0,37.0,40.0,15.0,32.0,37.0,39.0,33.0,43.0,62.0,68.0,48.0,12.0,26.0,29.0,33.0,30.0,29.0,29.0,31.0,30.0,29.0,29.0,29.0,29.0,30.0,28.0,29.0,27.0,27.0,26.0,29.0,27.0,26.0,26.0,28.0,28.0,28.0,26.0,27.0,28.0,27.0,26.0,25.0,24.0,25.0,26.0,27.0,27.0
394766,LAKELAND,FL,39.0,38.0,36.0,36.0,39.0,38.0,37.0,37.0,37.0,35.0,35.0,38.0,37.0,38.0,36.0,35.0,40.0,39.0,38.0,37.0,35.0,24.0,34.0,36.0,37.0,36.0,35.0,39.0,41.0,40.0,39.0,40.0,40.0,41.0,40.0,39.0,39.0,36.0,37.0,38.0,38.0,39.0,39.0,37.0,37.0,38.0,36.0,38.0,38.0,35.0,34.0,34.0,35.0,34.0,35.0,33.0,33.0,37.0,34.0,34.0,35.0,33.0,33.0,34.0,35.0,35.0,37.0,35.0,34.0,35.0,33.0,34.0,36.0,32.0,33.0,35.0,35.0,36.0
394304,AKRON,OH,26.0,25.0,24.0,24.0,27.0,28.0,26.0,24.0,26.0,26.0,25.0,25.0,28.0,25.0,24.0,27.0,28.0,28.0,26.0,24.0,27.0,25.0,26.0,25.0,29.0,28.0,30.0,31.0,31.0,32.0,33.0,33.0,33.0,34.0,36.0,36.0,27.0,32.0,37.0,38.0,38.0,39.0,37.0,38.0,39.0,38.0,37.0,38.0,38.0,36.0,34.0,33.0,35.0,35.0,35.0,34.0,34.0,34.0,33.0,32.0,34.0,33.0,32.0,33.0,34.0,34.0,34.0,33.0,34.0,32.0,32.0,32.0,36.0,31.0,32.0,33.0,33.0,35.0
394531,DES MOINES,IA,40.0,37.0,38.0,38.0,41.0,42.0,41.0,39.0,39.0,38.0,39.0,38.0,38.0,40.0,38.0,38.0,38.0,41.0,39.0,38.0,39.0,38.0,37.0,37.0,40.0,39.0,39.0,40.0,43.0,42.0,43.0,44.0,44.0,44.0,44.0,42.0,44.0,43.0,40.0,41.0,43.0,45.0,45.0,44.0,42.0,42.0,40.0,41.0,43.0,41.0,41.0,41.0,42.0,43.0,41.0,40.0,39.0,37.0,37.0,35.0,38.0,37.0,39.0,38.0,40.0,41.0,41.0,39.0,38.0,37.0,36.0,36.0,38.0,38.0,37.0,38.0,40.0,41.0
